사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2021-01,6호선,475,봉화산(서울의료원),6,1,"4,054",950,"11,888","2,249","38,577","4,713","34,274","10,672","14,910","5,265","9,918","4,393","8,506","4,677","8,990","6,268","8,869","6,921","7,819","7,207","7,544","8,697","7,456","10,569","8,869","15,001","8,359","26,794","3,808","26,162","3,354","15,135","3,082","14,651","1,514","8,633",560,"2,918",0,330,0,1,0,0,0,0,2021-02-03 09:49:40
2021-01,6호선,476,신내,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,477,장암,1,0,"1,082",74,"4,873",908,"12,625",963,"8,988","1,344","3,173","1,242","1,528","1,488","1,241","1,150","1,389",936,"1,414",918,"1,582",841,"1,948",827,"2,236",805,"2,486","1,049","1,945","2,171","1,033","2,681",776,"1,193",595,775,223,602,53,248,1,7,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,478,도봉산,14,0,"3,794",629,"13,813","3,557","42,512","5,521","34,412","8,536","16,276","9,089","9,039","12,078","8,021","10,212","8,343","9,969","8,253","9,576","8,755","9,762","9,323","9,925","9,293","11,830","8,112","16,221","7,239","29,413","3,473","35,712","2,484","20,478","2,067","20,194","1,115","12,875",284,"4,315",10,764,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,479,수락산,18,0,"7,038",564,"17,053","4,300","42,239","6,516","39,392","13,705","22,417","12,071","14,747","13,601","13,392","11,491","14,331","11,623","15,242","11,802","15,228","12,069","15,232","14,435","14,993","16,685","14,544","21,176","15,205","36,281","8,764","38,084","6,596","22,197","5,774","21,417","2,286","14,044",607,"5,008",5,618,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,480,마들,4,0,"8,309","1,182","18,330","2,044","50,214","5,306","46,626","9,119","22,284","7,572","15,566","7,548","13,712","8,237","14,477","9,447","13,786","10,539","12,407","12,038","11,684","14,004","11,306","16,325","9,973","21,443","9,215","38,277","5,391","40,429","4,384","21,963","4,087","21,679","1,994","13,430",642,"5,325",1,720,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,481,노원,74,2,"5,795","1,903","11,578","4,726","30,348","10,323","30,438","37,682","22,303","35,572","22,110","27,907","24,769","24,697","24,598","25,513","26,580","29,748","28,970","31,558","30,883","31,314","32,271","31,602","31,721","33,052","37,793","44,833","22,075","35,895","27,243","17,413","23,333","17,057","5,072","9,938","1,605","4,185",5,615,0,0,0,0,0,0,2021-02-03 09:49:39
2021-01,7호선,482,중계,16,0,"7,231","1,682","18,392","3,546","51,240","8,054","52,647","15,467","26,386","9,033","17,299","7,265","15,085","7,652","15,594","9,706","14,476","10,830","12,875","11,320","12,688","12,918","12,901","15,405","13,733","21,616","12,576","38,376","6,463","39,366","5,004","23,059","5,817","23,794","2,739","13,977",725,"5,054",5,657,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,483,하계,24,0,"6,565","1,158","19,309","4,933","56,190","10,476","58,615","18,670","30,518","14,660","20,432","11,096","19,286","11,796","20,072","14,064","19,485","16,506","18,125","16,663","19,391","18,788","19,676","20,987","20,721","28,139","17,967","49,185","10,610","49,426","9,936","27,548","9,198","29,500","4,193","15,859","1,068","6,210",1,635,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,484,공릉(서울과학기술대),13,0,"5,279",896,"11,002","3,011","29,454","6,621","36,020","17,845","17,825","11,172","12,631","8,692","11,807","8,322","12,741","10,294","13,380","11,752","13,098","11,551","13,304","14,071","13,890","16,696","15,194","20,661","17,990","32,730","9,625","30,881","8,517","16,692","8,146","18,915","3,266","10,549","1,081","4,842",1,254,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,485,태릉입구,84,1,"5,607","1,049","6,174","3,912","16,749","6,222","21,362","14,343","12,706","7,916","9,096","6,021","8,325","5,882","8,381","6,537","8,879","7,300","9,274","7,626","9,847","8,469","9,871","9,667","13,338","12,686","13,796","18,297","8,102","16,752","6,296","10,219","6,596","12,547","3,019","6,025","1,064","2,628",5,"1,009",0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,486,먹골,18,0,"6,055",640,"10,579","2,398","29,608","4,273","37,299","12,261","20,593","7,650","12,596","6,974","11,151","7,376","11,533","8,330","11,325","9,321","10,944","10,161","10,365","12,391","10,172","14,996","11,459","20,400","12,818","31,497","7,521","29,806","5,843","17,186","5,398","17,975","2,168","9,384",758,"3,878",3,341,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,487,중화,20,0,"7,123",842,"12,051","3,401","30,573","6,257","40,975","19,069","21,995","9,442","13,203","7,062","10,990","7,750","12,331","8,453","12,198","9,173","10,939","10,365","10,632","13,121","11,877","15,074","13,654","19,494","15,429","33,284","8,558","30,711","6,241","18,105","6,341","20,445","2,530","10,023",918,"4,046",1,314,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,488,상봉(시외버스터미널),263,0,"8,425","1,116","15,666","6,430","41,788","11,116","59,801","27,702","30,324","16,652","17,270","12,075","15,505","12,574","17,006","14,414","17,386","16,086","16,926","16,757","18,359","18,283","21,108","21,623","25,379","29,149","26,970","49,182","17,455","43,542","15,547","23,368","14,279","26,765","5,191","12,804","1,806","5,688",7,571,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,489,면목,11,1,"10,169",682,"18,617","4,788","47,547","6,534","62,955","18,220","33,955","11,180","18,521","10,133","15,249","10,796","16,289","11,783","16,139","12,835","14,553","14,585","14,082","18,643","15,438","23,393","16,097","29,349","16,376","49,958","11,751","45,601","7,432","26,568","7,018","30,410","2,855","14,345",971,"5,747",0,519,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,490,사가정,9,0,"9,836","1,178","18,041","6,157","46,230","9,109","59,243","21,902","34,203","13,295","20,293","12,298","17,844","12,889","18,473","13,561","18,251","14,579","16,974","16,428","16,921","20,697","17,206","25,028","19,171","32,181","20,012","53,571","13,371","47,550","11,393","26,545","10,074","29,047","4,168","14,000","1,218","5,325",2,477,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,491,용마산(용마폭포공원),3,0,"4,282",427,"8,968","1,921","19,238","2,720","25,129","7,413","13,536","4,369","7,328","4,269","6,036","4,082","6,301","4,417","6,029","5,068","5,622","5,542","5,639","6,602","5,880","7,877","5,753","10,352","6,320","18,960","3,577","17,283","2,159","10,512","2,098","12,864","1,266","6,137",493,"2,177",0,179,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,492,중곡,6,1,"4,537",437,"10,219","3,637","25,010","6,256","39,399","15,038","21,766","8,220","12,125","6,975","10,868","6,761","10,753","7,743","10,792","8,427","10,413","9,404","9,618","11,700","10,864","13,272","12,358","17,587","11,550","28,230","7,336","25,399","5,282","14,732","4,927","17,804","2,362","8,375",739,"3,585",0,73,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,493,군자(능동),29,0,"6,635",773,"11,735","5,032","27,616","6,651","48,246","22,431","31,522","14,556","15,715","9,375","13,373","8,529","13,988","9,230","15,126","9,844","13,735","10,628","14,328","14,388","16,148","15,394","20,439","21,774","26,715","36,155","16,361","29,138","14,219","17,418","14,201","19,593","5,171","9,214","1,731","3,938",5,228,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,494,어린이대공원(세종대),1,0,"2,467",603,"5,449","7,519","14,114","12,373","25,255","34,685","18,110","24,081","9,546","12,720","11,249","9,693","10,794","11,151","10,838","13,915","11,396","11,768","14,218","12,442","20,867","12,412","25,161","15,385","31,005","22,507","16,363","18,554","12,498","12,574","13,575","14,565","6,883","6,938","2,827","3,903",3,130,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,495,건대입구,23,1,"2,713",988,"3,774","5,854","9,879","14,656","15,565","25,916","12,103","22,898","10,059","15,452","10,599","13,251","11,642","15,620","12,185","16,692","14,548","16,914","18,386","16,591","21,353","17,072","30,170","20,592","30,257","28,638","19,944","20,070","27,050","10,133","21,325","11,729","6,127","5,168","2,454","2,544",2,766,0,0,0,0,0,0,2021-02-03 09:49:39
2021-01,7호선,496,뚝섬유원지,4,0,"3,513",366,"7,063","3,056","15,791","4,899","24,103","10,002","15,637","6,557","8,086","4,523","6,637","5,218","7,022","5,779","7,235","6,791","7,107","7,908","7,768","9,248","8,185","10,054","9,309","13,719","10,996","20,787","6,263","16,489","5,345","10,504","5,472","13,517","3,166","5,377",981,"2,496",0,134,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,497,청담,14,0,"1,678","3,281","5,366","22,665","7,872","48,823","10,873","118,985","8,915","84,384","8,101","30,754","10,517","18,259","13,071","15,760","14,414","17,756","17,854","15,478","24,274","12,967","31,260","12,693","54,375","13,348","91,933","14,613","49,217","10,354","30,951","7,070","31,569","8,158","11,026","2,819","2,341","1,504",1,567,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,498,강남구청,2,0,993,"1,576","2,908","9,875","5,070","26,783","7,561","87,208","6,331","81,028","6,688","32,051","8,096","18,659","9,811","15,498","11,792","16,829","15,400","13,845","19,693","12,138","22,548","12,066","38,083","12,755","73,011","13,434","45,420","9,282","30,726","6,468","34,979","6,053","10,290","2,469","2,797","1,579",4,146,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,499,학동,2,0,"1,589","2,283","4,157","21,315","6,538","44,970","9,422","157,853","8,432","119,860","8,352","40,106","10,343","20,218","12,970","16,668","15,054","18,949","19,345","16,895","24,939","14,190","32,641","13,610","62,588","13,812","138,970","14,021","70,582","9,612","37,781","6,220","39,244","7,046","13,713","2,911","3,400","1,778",5,96,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,500,논현,4,1,"1,638","1,237","4,019","14,975","6,651","38,099","12,974","104,640","10,630","83,896","9,535","34,265","11,678","20,264","13,636","17,731","14,831","20,396","17,710","19,994","22,410","18,370","28,430","17,432","49,197","19,904","90,076","23,056","52,514","13,350","35,957","8,455","43,718","9,032","12,944","4,315","3,849","2,715",12,184,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,501,반포,3,0,615,480,"2,174","4,882","5,323","9,471","8,638","16,634","6,001","14,438","3,841","7,138","3,869","7,298","5,438","6,414","6,132","6,661","6,583","5,864","7,852","5,537","10,919","5,565","13,130","6,505","14,689","8,856","9,660","5,613","8,168","3,567","10,765","4,269","2,304","1,649",707,773,4,64,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,502,고속터미널,12,0,916,"2,582","2,626","20,070","7,805","32,294","12,592","42,995","13,589","29,433","13,789","18,388","15,643","16,654","15,895","15,261","17,037","18,417","19,013","17,037","26,316","12,745","29,660","12,294","45,026","12,453","41,164","13,921","23,974","9,127","26,226","5,854","22,825","7,701","12,355","2,099","2,750",898,5,101,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,503,내방,3,0,"1,974","1,358","5,872","9,113","13,751","20,737","22,538","69,995","15,717","39,142","10,739","16,162","10,888","12,357","11,956","11,838","14,486","13,491","14,679","12,949","16,160","12,386","20,450","13,740","31,882","16,653","61,210","24,108","23,145","17,166","17,003","10,412","18,062","11,727","6,740","5,215","1,636","2,135",2,788,0,1,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,504,이수,23,0,"3,468",928,"6,852","7,778","20,984","12,513","34,581","35,806","22,311","25,021","14,579","15,136","13,911","13,468","15,301","14,469","17,463","15,731","17,679","16,373","18,977","17,460","21,644","20,449","25,733","25,337","36,956","40,541","20,398","27,470","21,531","15,503","23,520","17,551","6,759","7,492","2,176","3,880",1,297,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,505,남성,4,0,"4,593",625,"10,626","3,255","30,454","4,669","46,960","12,684","25,971","8,590","14,483","7,445","12,031","7,529","11,930","8,549","12,516","10,073","11,451","10,557","10,890","12,944","10,545","15,414","11,842","20,560","12,145","36,200","6,902","29,361","6,627","17,526","6,696","19,676","3,075","9,343","1,130","4,245",5,289,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,506,숭실대입구(살피재),7,0,"4,579",658,"9,614","3,006","28,355","6,013","41,467","13,319","22,521","13,830","13,190","8,849","12,597","8,630","12,555","10,268","12,897","10,698","11,856","10,924","12,435","13,725","13,240","16,809","16,564","22,081","14,251","37,875","8,605","30,938","7,887","19,026","7,954","21,784","3,985","10,733","1,426","4,559",6,455,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,507,상도,0,0,"3,606","1,197","8,359","4,114","23,655","6,891","34,710","14,054","20,294","10,712","12,163","8,327","10,990","7,712","10,921","8,197","12,376","9,690","11,254","9,615","10,872","11,355","13,227","13,017","13,911","18,475","13,650","30,489","7,575","24,046","7,021","15,233","7,486","17,926","4,026","8,397","1,413","3,647",6,298,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,508,장승배기,17,0,"5,613",738,"9,708","3,357","23,680","6,368","35,947","15,094","20,166","8,617","11,749","7,598","10,243","7,668","10,668","8,027","11,303","9,099","10,280","9,830","10,115","11,836","10,436","13,196","11,431","17,677","13,341","28,845","7,133","23,779","6,128","14,096","6,808","17,565","2,706","7,811",912,"3,403",5,326,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,509,신대방삼거리,4,0,"8,583",952,"14,814","6,499","41,247","10,043","66,240","25,321","35,010","15,990","18,562","11,627","16,611","10,729","17,093","12,057","17,328","13,918","15,873","14,957","15,979","18,138","17,236","20,534","19,150","29,269","24,631","53,759","13,028","43,614","11,322","25,558","10,307","27,689","4,472","14,316","1,551","6,279",3,534,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,510,보라매,24,0,"4,696",989,"6,938","5,433","18,356","12,434","27,344","32,242","15,310","12,080","8,579","6,842","8,182","6,336","9,096","7,217","9,580","8,644","9,016","7,957","9,537","8,950","12,039","9,715","15,515","14,376","27,859","24,225","9,837","19,696","8,001","11,456","7,628","12,777","2,739","6,408",893,"2,818",1,307,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,511,신풍,35,0,"7,969",925,"13,483","4,198","33,610","8,747","44,101","17,710","23,808","9,232","13,370","7,596","11,033","7,998","12,225","8,680","12,215","9,784","10,984","9,776","11,129","12,575","11,702","15,090","14,614","22,405","16,072","36,444","8,677","28,659","6,686","17,019","5,722","21,102","2,796","9,776",903,"3,956",2,530,0,0,0,0,0,0,2021-02-03 09:49:39
2021-01,7호선,512,대림(구로구청),18,1,"8,572",668,"7,654","3,020","12,857","5,133","16,656","14,822","12,181","10,069","8,315","9,979","8,489","10,525","9,861","10,048","10,414","10,808","10,595","10,793","11,526","11,329","11,245","11,957","13,705","17,041","15,731","18,267","9,515","11,881","7,556","8,497","6,507","12,240","2,347","5,365",914,"2,046",0,67,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,513,남구로,17,0,"16,237","1,717","14,561","6,007","26,280","26,701","29,132","87,269","17,939","42,740","11,570","15,576","10,827","12,049","11,994","12,198","12,078","12,780","12,027","12,070","13,269","13,744","16,088","16,834","34,835","28,857","66,874","28,259","32,530","20,527","18,119","13,598","13,793","18,282","5,196","9,681","1,782","3,510",1,174,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,514,가산디지털단지,538,4,"6,857","5,368","7,707","20,993","17,159","105,504","20,214","343,504","13,738","198,778","13,331","53,880","17,102","31,492","21,883","27,998","25,563","29,898","30,475","26,253","38,664","24,047","57,471","22,155","163,612","23,270","283,331","26,470","129,941","19,110","74,823","11,119","61,498","11,407","19,031","6,300","5,408","2,766",15,336,1,1,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,515,철산,3,0,"8,045","3,616","22,385","8,616","66,196","12,263","74,414","27,322","35,879","21,623","21,545","16,629","19,776","15,378","21,212","16,923","21,010","19,860","20,165","20,866","20,389","23,274","22,584","27,585","27,184","42,974","27,985","74,862","17,736","62,824","19,155","31,732","20,210","33,783","6,398","16,852","1,799","6,236",12,684,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,516,광명사거리,174,1,"18,347","4,007","27,189","10,707","66,627","13,891","80,743","22,499","39,614","19,902","24,182","17,310","22,271","18,924","24,191","21,881","26,022","23,587","24,653","24,544","25,057","29,569","26,717","33,329","29,119","45,548","26,694","74,130","17,172","59,161","15,491","32,315","12,092","34,746","4,709","17,594","1,601","6,987",15,701,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,517,천왕,26,0,"6,010","1,054","13,770","3,824","39,052","5,523","49,921","9,991","24,299","6,237","12,138","5,199","10,450","5,993","11,493","7,316","11,127","8,379","9,179","8,726","8,597","10,814","9,773","13,626","10,091","19,889","9,890","39,664","5,294","34,237","4,015","18,325","3,795","18,976","2,010","9,506",551,"3,854",1,299,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,518,온수(성공회대입구),99,0,"6,023",943,"12,871","3,124","41,232","5,684","50,486","10,790","21,566","6,046","10,635","4,592","8,625","4,507","9,401","6,036","9,215","6,563","7,504","7,172","7,367","8,700","8,310","11,526","9,583","17,690","9,499","38,257","5,039","30,325","3,898","17,041","3,424","18,327","1,632","9,913",413,"3,637",5,"1,535",0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,519,까치울,0,0,"3,093",646,"8,557","3,289","25,271","4,524","32,245","6,814","14,719","3,742","7,706","3,444","6,874","4,438","7,427","5,152","7,454","5,683","6,417","6,045","6,792","6,206","7,014","9,411","7,776","14,251","7,623","25,772","4,242","22,292","3,620","13,658","3,174","14,096","1,505","7,009",346,"2,452",0,2,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,520,부천종합운동장,19,1,"2,642",758,"5,050","2,613","13,534","4,860","16,611","9,858","7,735","3,289","4,581","2,970","4,227","2,529","4,259","2,646","4,257","3,159","3,684","3,371","3,817","3,523","4,852","4,080","6,250","5,842","7,850","11,213","3,393","10,013","2,432","5,836","2,048","6,041",900,"3,014",270,"1,537",0,7,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,521,춘의,1,0,"3,912","1,066","7,915","6,008","19,822","25,481","20,831","50,455","10,685","15,246","7,417","6,701","6,583","5,002","7,218","5,810","7,415","6,900","7,506","5,982","8,147","6,927","10,644","7,366","24,350","10,322","39,499","17,601","14,166","15,363","9,551","9,818","8,427","10,207","3,047","5,275",706,"2,586",0,14,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,522,신중동,10,1,"4,381","1,546","13,473","5,195","37,016","12,463","36,744","39,304","17,417","23,132","12,097","12,472","12,393","9,529","12,972","12,202","13,101","13,720","13,883","11,815","14,500","14,045","16,286","15,624","21,552","21,214","36,704","35,032","16,120","33,969","17,787","16,761","12,559","16,086","4,481","10,519","1,321","5,459",2,140,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,523,부천시청,3,0,"4,489","1,981","13,515","5,885","34,688","11,289","35,428","20,248","15,499","16,597","10,547","10,312","10,702","10,346","11,632","11,384","11,824","13,017","12,095","12,843","13,726","14,377","15,288","14,816","18,457","19,658","22,318","34,790","13,444","32,399","16,689","16,765","13,664","14,405","3,459","9,398",844,"4,460",0,229,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,524,상동,3,0,"3,379","1,569","12,629","4,333","31,194","8,927","30,448","23,161","13,612","21,757","10,091","11,725","10,640","11,728","12,103","13,104","12,371","14,202","13,014","14,549","14,328","14,418","16,547","15,302","18,405","20,517","24,291","33,155","14,302","30,799","15,372","16,816","16,875","13,740","4,947","9,268","1,508","4,469",10,348,0,0,0,0,0,0,2021-02-03 09:49:39
2021-01,7호선,525,삼산체육관,16,0,"2,412",215,"8,239","1,242","20,026","1,739","18,123","2,997","8,264","2,209","5,073","1,908","4,490","2,369","4,765","3,137","4,367","3,151","4,105","3,712","3,852","4,171","3,963","5,275","4,009","8,238","3,723","14,529","2,118","14,605","1,592","8,984","1,806","8,083",950,"4,616",270,"2,166",4,299,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,526,굴포천,19,0,"5,421",376,"12,594","2,735","29,211","3,919","31,415","9,928","15,360","7,200","9,037","6,116","8,273","5,767","8,746","6,742","8,745","7,432","8,167","8,558","8,047","8,667","8,514","12,415","9,559","17,407","10,905","30,472","5,917","31,186","5,600","17,483","5,887","16,411","2,371","8,884",690,"3,980",6,485,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,7호선,527,부평구청,35,0,"7,094",620,"19,132","4,415","51,684","8,288","44,421","11,326","20,394","5,050","10,848","4,412","9,460","4,647","9,915","5,224","9,640","6,645","8,524","6,917","8,455","8,132","8,409","10,820","13,037","14,936","12,460","31,435","6,602","33,524","5,210","20,647","4,750","19,202","2,534","11,691",666,"4,689",0,713,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,8호선,528,암사,24,0,"12,089",868,"21,089","4,970","63,200","7,076","87,640","16,359","42,260","11,368","20,841","9,673","18,485","10,585","19,406","13,652","19,350","13,488","17,229","16,157","16,456","21,237","16,539","23,736","17,421","34,739","17,832","64,167","10,366","50,510","9,576","29,061","7,975","35,414","3,266","13,925",971,"6,523",1,990,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,8호선,529,천호(풍납토성),42,0,"9,233","1,447","13,941","9,409","34,805","12,717","48,920","23,076","27,602","20,673","15,558","14,646","14,730","15,356","16,295","17,579","17,249","19,418","16,860","19,605","17,893","24,571","19,358","27,615","22,116","35,455","25,345","56,126","17,265","39,796","17,937","21,673","14,499","25,694","4,268","10,431","1,405","5,086",8,792,0,0,0,0,0,0,2021-02-03 09:49:39
2021-01,8호선,530,강동구청,3,0,"4,158",762,"9,191","4,488","25,323","12,065","35,390","32,751","19,357","12,290","10,995","8,317","9,988","8,265","10,531","7,803","10,850","10,146","10,794","10,092","10,998","10,856","11,695","13,868","15,112","18,965","25,112","31,669","9,581","24,008","7,441","14,695","7,008","16,736","2,973","7,678",826,"2,717",4,342,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,8호선,531,몽촌토성(평화의문),1,0,"1,134",878,"2,842","5,405","7,903","7,796","12,007","20,252","6,994","12,409","4,514","6,539","4,635","5,401","4,854","5,393","5,605","6,001","6,059","6,017","7,107","5,898","9,851","5,942","12,657","7,598","17,377","11,749","7,756","8,622","6,243","5,558","6,739","5,877","2,671","2,980",908,"1,054",0,101,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,8호선,532,잠실(송파구청),8,0,"1,063","1,606","3,467","7,610","6,883","22,592","11,292","60,678","8,014","32,818","7,140","18,419","9,494","19,182","11,252","19,796","13,828","21,231","17,142","22,086","22,108","22,667","25,984","20,873","36,413","22,536","54,438","27,775","30,861","14,786","31,972","7,848","27,518","7,858","6,477","2,732","1,355","1,424",1,234,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,8호선,533,석촌,0,0,"2,648",566,"4,668","3,160","12,526","6,626","19,709","18,479","10,915","14,804","7,442","8,517","7,677","8,742","8,324","9,504","8,973","10,278","9,032","10,707","9,675","11,625","10,812","12,142","13,014","16,352","17,427","23,295","9,411","16,617","8,216","9,925","9,867","11,736","3,423","4,618","1,114","2,233",4,344,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,8호선,534,송파,2,0,"1,951",546,"7,362","3,673","20,374","6,575","26,282","14,097","13,627","8,160","8,752","6,127","8,334","6,258","8,448","6,627","8,974","7,583","8,389","8,275","9,853","8,871","9,319","10,669","10,499","14,284","13,501","24,244","6,698","20,257","5,284","11,353","5,256","13,762","2,274","5,307",700,"2,181",4,368,0,0,0,0,0,0,2021-02-03 09:49:39
2021-01,8호선,535,가락시장,18,1,"2,246","2,165","4,562","5,434","8,312","11,779","10,595","32,993","7,444","14,930","7,412","11,211","8,721","10,236","8,796","8,858","9,138","10,169","11,296","10,666","12,670","9,657","12,341","10,904","16,458","11,331","24,654","15,697","10,657","10,822","10,499","7,606","11,480","8,085","3,093","4,327","1,109","2,238",4,956,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,8호선,536,문정,2,0,"1,901","2,430","5,188","9,384","17,762","42,188","25,170","147,998","14,968","81,028","11,327","25,181","12,433","13,633","13,501","13,452","16,007","15,862","18,959","13,980","21,306","15,171","25,800","15,639","66,626","18,244","113,912","26,320","44,204","20,725","28,381","11,967","28,559","12,818","9,851","6,278","2,040","2,395",9,68,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,8호선,537,장지,3,0,"4,642","1,968","13,370","8,728","38,546","20,458","44,821","49,377","23,730","27,739","14,321","19,257","13,446","16,369","15,175","18,715","16,024","16,092","16,453","18,907","18,609","20,044","23,848","22,058","32,201","26,031","44,820","46,098","25,162","30,921","24,388","18,746","18,354","19,339","9,008","9,442","2,121","3,710",0,12,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,8호선,538,복정,0,0,"3,681","1,929","8,450","8,727","24,108","10,175","31,541","17,042","19,116","9,961","11,205","6,803","8,571","6,150","9,290","7,557","9,161","7,123","8,461","7,772","10,455","8,743","12,503","10,710","17,246","15,832","21,437","27,478","12,072","20,008","7,782","12,717","7,531","15,006","4,527","6,543","1,349","2,055",5,261,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,8호선,539,산성,9,1,"4,347",572,"9,245","2,246","23,080","3,355","26,617","6,363","14,722","4,314","8,961","4,771","7,745","4,578","7,631","5,513","7,648","5,900","7,449","5,804","6,848","8,003","6,791","10,358","7,627","13,408","6,699","23,252","3,287","20,443","2,785","12,671","2,531","15,200","1,346","7,694",539,"3,108",0,89,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,8호선,540,남한산성입구(성남법원.검찰청),44,3,"8,704","1,360","17,902","4,348","41,052","10,138","54,833","19,453","28,585","10,896","16,335","8,577","14,635","8,389","14,334","9,802","14,627","10,858","13,530","11,463","13,009","14,751","12,987","17,849","15,932","22,106","18,041","39,542","8,496","34,032","5,919","20,422","4,743","24,888","2,473","12,508",878,"4,968",0,95,0,0,0,0,0,0,2021-02-03 09:49:39
2021-01,8호선,541,단대오거리,11,4,"6,989","1,922","13,895","6,792","30,175","10,746","36,083","17,425","19,510","8,747","12,147","7,039","11,210","6,934","11,530","8,044","11,479","8,862","10,631","9,581","10,416","12,905","11,546","15,396","15,357","18,223","20,021","30,817","9,438","25,915","6,467","16,494","5,488","18,311","2,199","9,480",785,"4,157",0,99,0,0,0,0,0,0,2021-02-03 09:49:40
